20150929,吃飯,qiufeng,hupili,100,
20150930,泰國,chaotianyi,hupili,261,
20151001,粥面,hupili,qiufeng,32,
20151001,粥面,hupili,kateliu1992,38,
20151002,三哥,hupili,kateliu1992,28,
20151002,三哥,hupili,andyshuxin,48,
20151002,三哥,hupili,qiufeng,41,
20151005,遥远的小菜,hupili,qiufeng,59,
20151005,遥远的小菜,hupili,andyshuxin,59,
20151005,遥远的小菜,hupili,chaotianyi,59,
20151005,越南,hupili,andyshuxin,68.4,
20151005,越南,hupili,chaotianyi,68.4,
20151005,越南,hupili,qiufeng,68.4,
20151005,越南,hupili,franklin,68.4,
20151005,日料,franklin,chaotianyi,73.25,
20151005,日料,franklin,qiufeng,73.25,
20151005,日料,franklin,kateliu1992,73.25,
20151006,兩個前端,qiufeng,hupili,65,
20151006,兩個前端,qiufeng,kateliu1992,65,
20151006,兩個前端,qiufeng,andyshuxin,65,
20151006,七重天,qiufeng,hupili,50,
20151007,兩個前端,kateliu1992,andyshuxin,38,
20151007,兩個前端,kateliu1992,chaotianyi,38,
20151007,泰國,andyshuxin,hupili,63,
20151007,泰國,andyshuxin,chaotianyi,63,
20151007,泰國,andyshuxin,qiufeng,63,
20151007,泰國,andyshuxin,franklin,63,
20151007,泰國,andyshuxin,kateliu1992,32,
20151008,七重天,kateliu1992,hupili,82,
20151011,台灣,hupili,chaotianyi,50,
20151011,台灣,hupili,franklin,50,
20151011,越南,franklin,hupili,41,
20151011,越南,franklin,chaotianyi,41,
20151009,兩個前端,chaotianyi,hupili,43,
20151009,兩個前端,chaotianyi,kateliu1992,43,
20151009,兩個前端,chaotianyi,franklin,43,
20151009,兩個前端,chaotianyi,qiufeng,43,
20151009,兩個前端,chaotianyi,andyshuxin,43,
20151008,兩個前端,qiufeng,andyshuxin,55,
20151008,兩個前端,qiufeng,hupili,55,
20151008,兩個前端,qiufeng,kateliu1992,55,
20151012,兩個前端,franklin,andyshuxin,45,
20151013,兩個前端,franklin,chaotianyi,45,
20151013,兩個前端,franklin,qiufeng,45,
20151013,兩個前端,franklin,kateliu1992,45,
20151000,無名餐廳,kateliu1992,chaotianyi,38,
20151000,無名餐廳,kateliu1992,franklin,38,
20151000,兩個前端,kateliu1992,andyshuxin,47,
20151000,兩個前端,kateliu1992,hupili,47,
20151000,兩個前端,kateliu1992,chaotianyi,47,
20151000,兩個前端,kateliu1992,qiufeng,47,
20151000,兩個前端,kateliu1992,franklin,47,
20151014,三哥,hupili,andyshuxin,62,
20151014,三哥,hupili,chaotianyi,45,
20151014,三哥,hupili,qiufeng,38,
20151014,兩個前端,andyshuxin,hupili,38,
20151014,兩個前端,andyshuxin,chaotianyi,38,
20151014,兩個前端,andyshuxin,qiufeng,38,
20151014,兩個前端,andyshuxin,franklin,38,
20151014,兩個前端,andyshuxin,kateliu1992,38,
20151015,台灣,chaotianyi,hupili,50,
20151015,台灣,chaotianyi,andyshuxin,50,
20151015,台灣,chaotianyi,franklin,50,
20151015,台灣,chaotianyi,qiufeng,35,
20151015,台灣,chaotianyi,kateliu1992,35,
20151016,越南,andyshuxin,chaotianyi,67,
20151016,越南,andyshuxin,hupili,67,
20151016,越南,andyshuxin,qiufeng,67,
20151017,Singapore,hupili,andyshuxin,100,
20151017,Singapore,hupili,chaotianyi,80,
20151018,七重天,hupili,andyshuxin,80,
20151018,七重天,hupili,qiufeng,50,
20151015,三哥,qiufeng,andyshuxin,50,
20151015,三哥,qiufeng,chaotianyi,40,
20151019,台灣,qiufeng,hupili,100,
20151020,三哥,hupili,andyshuxin,48,
20151020,三哥,hupili,chaotianyi,30,
20151022,泰國,kateliu1992,hupili,56,
20151022,泰國,kateliu1992,andyshuxin,56,
20151022,泰國,kateliu1992,qiufeng,56,
20151022,泰國,kateliu1992,chaotianyi,38,
20151023,兩個前端,chaotianyi,hupili,46,
20151023,兩個前端,chaotianyi,andyshuxin,46,
20151023,兩個前端,chaotianyi,qiufeng,46,
20151023,兩個前端,chaotianyi,franklin,46,
20151023,兩個前端,chaotianyi,kateliu1992,46,
20151025,三哥,qiufeng,chaotianyi,41,
20151025,三哥,qiufeng,kateliu1992,35,
20151025,安南越南米粉,qiufeng,chaotianyi,56,
20151025,安南越南米粉,qiufeng,kateliu1992,56,
20151027,七重天,franklin,hupili,100,
20151027,三哥,kateliu1992,qiufeng,45,
20151027,三哥,kateliu1992,chaotianyi,38,
20151027,三哥,kateliu1992,andyshuxin,73,
20151027,三哥,kateliu1992,hupili,48,
20151029,Thai,andyshuxin,franklin,60,
20151029,Thai,andyshuxin,hupili,60,
20151029,Thai,andyshuxin,kateliu1992,60,
20151029,Thai,andyshuxin,chaotianyi,60,
20151029,Thai,andyshuxin,qiufeng,60,
20151101,翠河,andyshuxin,hupili,55,
20151104,台灣,franklin,chaotianyi,55,
20151104,台灣,franklin,kateliu1992,39,
20151104,台灣,franklin,qiufeng,55,
20151104,台灣,franklin,charliechen,55,
20151104,電視機,hupili,andyshuxin,60,
20151104,電視機,hupili,chaotianyi,60,
20151104,電視機,hupili,kateliu1992,60,
20151105,Thai,qiufeng,hupili,59,
20151105,Thai,qiufeng,andyshuxin,62,
20151105,Thai,qiufeng,chaotianyi,50,
20151105,Thai,qiufeng,franklin,56,
20151105,Thai,qiufeng,kateliu1992,39,
20151105,Thai,qiufeng,charliechen,56,
20151106,兩個前端,charliechen,hupili,44,
20151106,兩個前端,charliechen,andyshuxin,44,
20151106,兩個前端,charliechen,chaotianyi,44,
20151106,兩個前端,charliechen,kateliu1992,42,
20151106,兩個前端,charliechen,franklin,42,
20151106,兩個前端,charliechen,qiufeng,42,
20151109,泰國,qiufeng,chaotianyi,60,
20151109,泰國,qiufeng,hupili,60,
20151110,Thai,chaotianyi,hupili,65,
20151110,Thai,chaotianyi,andyshuxin,63,
20151110,Thai,chaotianyi,qiufeng,63,
20151110,Thai,chaotianyi,franklin,63,
20151110,Thai,chaotianyi,kateliu1992,56,
20151105,越南,chaotianyi,hupili,67,
20151105,越南,chaotianyi,andyshuxin,67,
20151105,越南,chaotianyi,qiufeng,67,
20151105,越南,andyshuxin,chaotianyi,100,
20151110,台灣,chaotianyi,andyshuxin,93,
20151110,台灣,chaotianyi,franklin,93,
20151110,台灣,chaotianyi,kateliu1992,93,
20151110,台灣,kateliu1992,chaotianyi,100,
20151113,泰國,qiufeng,andyshuxin,55,
20151113,泰國,qiufeng,chaotianyi,60,
20151113,泰國,qiufeng,franklin,55,
20151113,泰國,qiufeng,kateliu1992,55,
20151113,泰國,qiufeng,charliechen,55,
20151116,越南,charliechen,hupili,48,
20151116,越南,charliechen,chaotianyi,41,
20151117,兩個前端,franklin,hupili,40,
20151117,兩個前端,franklin,chaotianyi,40,
20151117,兩個前端,franklin,qiufeng,40,
20151117,兩個前端,franklin,kateliu1992,40,
20151117,兩個前端,franklin,liushimeng,40,
20151117,兩個前端,franklin,charliechen,40,
20151117,兩個前端,franklin,humengnan,40,
20151118,台灣,charliechen,franklin,59,
20151118,台灣,charliechen,chaotianyi,55,
20151118,台灣,charliechen,kateliu1992,35,
20151118,台灣,charliechen,qiufeng,53,
20151118,台灣,charliechen,hupili,55,
20151117,泰國,chaotianyi,hupili,60,
20151117,泰國,chaotianyi,qiufeng,60,
20151117,美心,hupili,chaotianyi,37,
20151118,三哥,qiufeng,chaotianyi,45,
20151118,三哥,qiufeng,charliechen,60,
20151118,三哥,qiufeng,hupili,60,
20151119,越南,qiufeng,chaotianyi,40,
20151119,越南,qiufeng,franklin,40,
20151119,泡菜任食,hupili,charliechen,75,
20151121,泰國,chaotianyi,qiufeng,90,
20151122,三哥,qiufeng,kateliu1992,55,
20151122,三哥,qiufeng,chaotianyi,55,
20151124,两个前端,charliechen,hupili,44,
20151124,两个前端,charliechen,franklin,42,
20151124,两个前端,charliechen,chaotianyi,44,
20151124,两个前端,charliechen,kateliu1992,44,
20151124,三哥,chaotianyi,qiufeng,50,
20151124,三哥,chaotianyi,charliechen,70,
20151120,東南亞,chaotianyi,hupili,70,
20151120,東南亞,chaotianyi,qiufeng,78,
20151120,東南亞,chaotianyi,charliechen,80,
20151120,東南亞,chaotianyi,franklin,80,
20151223,三哥,chaotianyi,charliechen,50
20151224,越南,franklin,charliechen,51
20151224,小辣椒,charliechen,qiufeng,130
20151224,小辣椒,charliechen,chaotianyi,130
20151228,三哥,chaotianyi,charliechen,50
20151228,三哥,chaotianyi,weitang,50
20151230,好多頓飯加在一起,charliechen,chaotianyi,68.5
20151231,泰國,charliechen,chaotianyi,53
20151231,泰國,charliechen,weitang,42
20160104,泰國,chaotianyi,charliechen,53
20160104,泰國,chaotianyi,franklin,62
20160104,餃子館,charliechen,chaotianyi,67
20160105,台灣,chaotianyi,charliechen,52
20160105,台灣,chaotianyi,franklin,52
20160105,台灣,chaotianyi,weitang,52
20160106,台灣,franklin,chaotianyi,59
20160106,台灣,franklin,charliechen,61
20160106,台灣,franklin,weitang,59
20160107,台灣,charliechen,chaotianyi,55
20160107,台灣,charliechen,franklin,58
20160107,台灣,charliechen,chaotianyi,56
20160107,越南,chaotianyi,charliechen,100
20160107,越南,charliechen,weitang,80
20160107,越南,charliechen,chaotianyi,80
20160108,美心,charliechen,chaotianyi,39
20160110,米線,chaotianyi,charliechen,60
20160110,米線,chaotianyi,weitang,60
20160111,台灣,chaotianyi,hupili,50
20160111,台灣,chaotianyi,qiufeng,50
20160111,台灣,chaotianyi,charliechen,50
20160111,浩觀,charliechen,hupili,40
20160111,浩觀,charliechen,franklin,40
20160111,泰國,qiufeng,chaotianyi,80
20160112,比三哥难吃的三哥,qiufeng,chaotianyi,34
20160112,比三哥难吃的三哥,qiufeng,weitang,49
20160112,比三哥难吃的三哥,qiufeng,charliechen,49
20160112,比三哥难吃的三哥,qiufeng,hupili,49
20160114,三哥,chaotianyi,hupili,60
20160114,三哥,chaotianyi,qiufeng,40
20160114,三哥,chaotianyi,charliechen,60
20160115,美心,hupili,chaotianyi,39
20160115,美心,hupili,qiufeng,29
20160116,小辣椒,charliechen,hupili,780
20160117,台灣,charliechen,hupili,481
20160118,三哥,chaotianyi,hupili,60
20160118,三哥,chaotianyi,charliechen,60
20160118,三哥,chaotianyi,qiufeng,50
20160120,泰國,franklin,hupili,56
20160120,泰國,franklin,qiufeng,56
20160120,泰國,franklin,charliechen,56
20160120,泰國,franklin,chaotianyi,56
20160125,台灣,chaotianyi,qiufeng,56
20160126,青藏面,qiufeng,chaotianyi,55
20160126,青藏面,qiufeng,hupili,55
20160127,清湯腩,franklin,chaotianyi,41
20160127,清湯腩,franklin,charliechen,50
20160201,台灣,qiufeng,franklin,55
20160201,台灣,qiufeng,chaotianyi,55
20160201,台灣,qiufeng,charliechen,55
20160203,三哥,qiufeng,chaotianyi,50
20160203,三哥,qiufeng,charliechen,60
20160216,台灣,charliechen,chaotianyi,56
20160216,台灣,charliechen,hupili,52
20160216,台灣,charliechen,dorothyzhangxt,56
20160217,美心,charliechen,chaotianyi,37
20160200,美心,hupili,chaotianyi,50
20160218,loffy,charliechen,qiufeng,55
20160218,loffy,charliechen,xingchen,46
20160218,loffy,charliechen,franklin,46
20160218,loffy,charliechen,chaotianyi,55
20160229,美心,hupili,chaotianyi,45
20160229,美心,charliechen,chaotianyi,40
20160225,海逸,charliechen,hupili,654
20160304,台灣,jiazhaohui,chaotianyi,45
20160304,台灣,jiazhaohui,charliechen,62
20160304,台灣,jiazhaohui,xingchen,55
20160310,美心,chaotianyi,hupili,37
20160314,越南,charliechen,hupili,84
20160314,越南,charliechen,chaotianyi,84
20160314,越南,charliechen,chunliang,84
20160314,越南,charliechen,jiazhaohui,84
20160314,越南,charliechen,zengxi,84
20160315,Turkey Salad,hupili,chaotianyi,
20160315,台灣,charliechen,jiazhaohui,55
20160315,台灣,charliechen,zengxi,65
20160318,台灣,charliechen,zengxi,65
20160318,台灣,charliechen,jiazhaohui,65
20160318,台灣,charliechen,xingchen,60
20160318,台灣,charliechen,franklin,62
20160318,台灣,charliechen,chunliang,62
20160321,越南,zengxi,charliechen,58
20160321,越南,zengxi,jiazhaohui,43
20160322,泰國,zengxi,charliechen,62
20160322,泰國,zengxi,hupili,64
20160322,豬扒米線,zengxi,charliechen,56
20160322,豬扒米線,zengxi,jiazhaohui,52
20160323,台灣,zengxi,charliechen,55
20160323,台灣,zengxi,chaotianyi,52
20160323,越南,zengxi,hupili,72
20160323,越南,zengxi,xingchen,72
20160323,越南,zengxi,jiazhaohui,72
20160324,長發海鮮,hupili,chaotianyi,150
20160324,長發海鮮,hupili,charliechen,150
20160326,井井屋,charliechen,hupili,139
20160329,清湯腩,jiazhaohui,hupili,37
20160329,清湯腩,jiazhaohui,franklin,37
20160329,炭魚,chunliang,chaotianyi,105
20160329,炭魚,chunliang,charliechen,5
20160329,炭魚,chunliang,jiazhaohui,105
20160329,炭魚,chunliang,zengxi,105
20160330,越南,zengxi,charliechen,43
20160330,越南,zengxi,franklin,43
20160330,越南,zengxi,jiazhaohui,40
20160330,越南,zengxi,chaotianyi,40
20160330,台灣,franklin,zengxi,97
20160330,台灣,franklin,hupili,97
20160330,台灣,franklin,jiazhaohui,97
20160331,青藏面,charliechen,jiazhaohui,45
20160331,青藏面,charliechen,chaotianyi,42
20160331,青藏面,charliechen,chunliang,42
20160331,沒吃過的,charliechen,zengxi,47
20160401,榮式,zengxi,xingchen,48
20160401,榮式,zengxi,chaotianyi,48
20160401,榮式,zengxi,jiazhaohui,48
20150405,越南,jiazhaohui,franklin,74
20150405,越南,jiazhaohui,charliechen,54
20160403,粥面,chaotianyi,hupili,78
20160403,清湯腩,chaotianyi,chunliang,40
20160403,清湯腩,chaotianyi,hupili,40
20160403,清湯腩,chaotianyi,charliechen,40
20160403,清湯腩,chaotianyi,jiazhaohui,40
20160406,榮式,charliechen,hupili,48
20160406,榮式,charliechen,chaotianyi,48
20160406,榮式,charliechen,franklin,48
20160406,榮式,charliechen,zengxi,42
20160406,榮式,charliechen,jiazhaohui,48
20160406,榮式,charliechen,siwen,48
20160406,泰國,jiazhaohui,charliechen,54
20160406,泰國,jiazhaohui,zengxi,62
20160408,泡菜任食,charliechen,jiazhaohui,56
20160408,泡菜任食,charliechen,hupili,72
20160408,泡菜任食,charliechen,chaotianyi,72
20160408,泡菜任食,charliechen,zengxi,64
20160411,豬扒米線,chunliang,charliechen,44
20160411,豬扒米線,chunliang,franklin,36
20160411,豬扒米線,chunliang,jiazhaohui,36
20160411,豬扒米線,chunliang,chaotianyi,36
20160411,豬扒米線,chunliang,zengxi,36
20160411,豬扒米線,chunliang,alicezhong,36
20160411,七重天,jiazhaohui,hupili,108
20160411,七重天,jiazhaohui,chunliang,108
20160412,越南,zengxi,jiazhaohui,32
20160412,越南,zengxi,charliechen,43
20160412,越南,zengxi,alicezhong,43
20160412,越南,zengxi,chaotianyi,43
20160414,清湯腩,charliechen,chunliang,50
20160414,清湯腩,charliechen,zengxi,44
20160414,清湯腩,charliechen,chaotianyi,40
20160414,清湯腩,charliechen,alicezhong,39
20160414,清湯腩,charliechen,jiazhaohui,44
20160414,台灣,charliechen,zengxi,96
20160414,台灣,charliechen,jiazhaohui,96
20160414,台灣,charliechen,chaotianyi,96
20160414,台灣,charliechen,franklin,96
20160415,台灣,xingchen,franklin,58
20160415,台灣,xingchen,charliechen,58
20160415,台灣,xingchen,zengxi,52
20160415,台灣,xingchen,jiazhaohui,56
20160415,台灣,xingchen,alicezhong,55
20160415,台灣,jiazhaohui,xingchen,110
20160400,北方饺子,franklin,hupili,200
20160418,越南,franklin,hupili,68
20160418,越南,franklin,chaotianyi,68
20160418,越南,franklin,zengxi,43
20160418,越南,franklin,alicezhong,43
20160418,越南,franklin,chunliang,43
20160418,越南,franklin,charliechen,43
20160418,越南,franklin,jiazhaohui,43
20160418,炭魚,zengxi,charliechen,141
20160418,炭魚,zengxi,jiazhaohui,141
20160418,炭魚,zengxi,chaotianyi,141
20160418,炭魚,zengxi,alicezhong,141
20160418,炭魚,zengxi,chunliang,141
20160419,老越南旁邊,hupili,chaotianyi,99
20160419,老越南旁邊,hupili,charliechen,99
20160419,老越南旁邊,hupili,zengxi,99
20160419,老越南旁邊,hupili,jiazhaohui,99
20160420,泡菜任食,jiazhaohui,chaotianyi,66
20160420,泡菜任食,jiazhaohui,hupili,56
20160420,泡菜任食,jiazhaohui,alicezhong,62
20160420,泡菜任食,jiazhaohui,siwen,68
20160420,泡菜任食,jiazhaohui,zengxi,52
20160420,泡菜任食,jiazhaohui,franklin,68
20160420,泡菜任食,jiazhaohui,charliechen,78
20160420,三哥,zengxi,charliechen,61
20160420,三哥,zengxi,jiazhaohui,60
20160421,新开的越南,alicezhong,chunliang,75
20160421,新开的越南,alicezhong,jiazhaohui,72
20160421,新开的越南,alicezhong,chaotianyi,62
20160421,新开的越南,alicezhong,zengxi,62
20160413,台灣,chaotianyi,zengxi,50
20160413,台灣,chaotianyi,charliechen,50
20160413,台灣,chaotianyi,franklin,50
20160421,泰國,chaotianyi,franklin,60
20160421,泰國,chaotianyi,zengxi,50
20160421,泰國,chaotianyi,alicezhong,50
20160421,泰國,chaotianyi,charliechen,50
20160421,真quarry bay餃子,hupili,chaotianyi,57
20160421,真quarry bay餃子,hupili,chunliang,57
20160421,真quarry bay餃子,hupili,zengxi,57
20160425,河粉,joey,hupili,34
20160425,河粉,joey,zengxi,29
20160425,泡菜任食,franklin,charliechen,68
20160425,泡菜任食,franklin,chaotianyi,72
20160425,泡菜任食,franklin,sherry,52
20160425,泡菜任食,franklin,chunliang,68
20160425,泡菜任食,franklin,jiazhaohui,62
20160425,泡菜任食,franklin,zengxi,66
20160425,三哥,charliechen,franklin,63
20160425,三哥,charliechen,chaotianyi,28
20160425,三哥,charliechen,jiazhaohui,43
20160425,三哥,charliechen,alicezhong,34
20160422,泰國,chaotianyi,hupili,60
20160422,泰國,chaotianyi,charliechen,60
20160422,泰國,chaotianyi,zengxi,60
20160422,難吃米線旁邊的牛腩,chaotianyi,alicezhong,29
20160426,榮式,charliechen,zengxi,48
20160426,榮式,charliechen,franklin,53
20160426,榮式,charliechen,hupili,44
20160426,榮式,joey,chaotianyi,48
20160426,榮式,joey,jiazhaohui,48
20160426,榮式,joey,alicezhong,48
20160426,路口拐角茶餐廳,zengxi,charliechen,42
20160426,路口拐角茶餐廳,zengxi,jiazhaohui,42
20160426,路口拐角茶餐廳,zengxi,chaotianyi,42
20160426,路口拐角茶餐廳,zengxi,hupili,42
20160426,路口拐角茶餐廳,zengxi,joey,42
20160427,台灣,charliechen,franklin,63
20160427,台灣,charliechen,zengxi,55
20160427,難吃米線旁邊的牛腩,chaotianyi,alicezhong,50
20160427,難吃米線旁邊的牛腩,chaotianyi,joey,40
20160427,難吃米線旁邊的牛腩,chaotianyi,jiazhaohui,40
20160427,熊貓吃翔,chaotianyi,hupili,58
20160427,熊貓吃翔,chaotianyi,zengxi,58
20160427,熊貓吃翔,chaotianyi,charliechen,73
20160428,台灣,hupili,chaotianyi,50
20160428,台灣,hupili,franklin,50
20160428,台灣,hupili,charliechen,50
20160428,台灣,hupili,xingchen,50
20160428,台灣,hupili,jiazhaohui,50
20160428,台灣,hupili,chunliang,50
20160428,台灣,hupili,zengxi,50
20160428,台灣,hupili,alicezhong,50
20160428,台灣,hupili,joey,50
20160429,兆記茶餐廳,joey,hupili,35
20160429,兆記茶餐廳,joey,charliechen,35
20160429,兆記茶餐廳,joey,zengxi,35
20160429,牛腩,jiazhaohui,chaotianyi,43
20160429,牛腩,jiazhaohui,alicezhong,43
20160429,中哥,charliechen,jiazhaohui,117
20160429,中哥,charliechen,zengxi,117
20160503,越南,charliechen,jiazhaohui,50
20160503,越南,charliechen,chaotianyi,50
20160503,越南,charliechen,zengxi,50
20160503,越南,charliechen,alicezhong,32
20160503,路口拐角茶餐廳,charliechen,alicezhong,40
20160503,路口拐角茶餐廳,charliechen,chaotianyi,42
20160503,路口拐角茶餐廳,charliechen,zengxi,40
20160504,牛腩,alicezhong,jiazhaohui,38
20160504,牛腩,alicezhong,Xia Mengyao,29
20160505,牛腩,alicezhong,chaotianyi,48.5
20160505,三哥,chunliang,jiazhaohui,43
20160505,三哥,chunliang,charliechen,41
20160505,三哥,chunliang,zengxi,49
20160505,三哥,chunliang,franklin,41
20160505,牛腩,charliechen,chaotianyi,42
20160505,牛腩,charliechen,jiazhaohui,34
20160505,太興,joey,hupili,87.5
20160506,鰂魚涌的泰國餐廳,joey,xingchen,47
20160506,鰂魚涌的泰國餐廳,joey,franklin,47
20160506,鰂魚涌的泰國餐廳,joey,charliechen,50
20160506,鰂魚涌的泰國餐廳,joey,zengxi,50
20160506,炭魚,joey,chaotianyi,167
20160506,炭魚,joey,jiazhaohui,167
20160506,炭魚,joey,charliechen,167